B001IKJOLW,NIKE Women's Flex Supreme TR 4 Cross Trainer,"['https://images-na.ssl-images-amazon.com/images/I/41YPKmtP%2BsL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Ph27hOXXL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Nkl%2BSkgeL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41nGSpHNKkL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51y5T5%2BEfyL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41kIt85F7NL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51mcU0OAMoL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41t2Mmv6MXL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41t2Mmv6MXL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51hvbBEjZEL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41HF1qYLfCL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zXLkQecTL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/11R6x6qAicL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yBFtfxdJL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zXLkQecTL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41niHfa-n5L._SS47_.jpg']",AMAZON_FASHION
B0058YEJ5K,NIKE Women's Flex Supreme TR 4 Cross Trainer,"['https://images-na.ssl-images-amazon.com/images/I/51y5T5%2BEfyL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51mcU0OAMoL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41t2Mmv6MXL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41t2Mmv6MXL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51hvbBEjZEL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rDrqpNuyL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41HF1qYLfCL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zXLkQecTL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/11R6x6qAicL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yBFtfxdJL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zXLkQecTL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41niHfa-n5L._SS47_.jpg']",AMAZON_FASHION
B005AGO4LU,NIKE Women's Flex Supreme TR 4 Cross Trainer,"['https://images-na.ssl-images-amazon.com/images/I/41N-3erwnaL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/411CLFDFwTL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41CerxOf8WL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41tr8zLldeL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51y5T5%2BEfyL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41kIt85F7NL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41t2Mmv6MXL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41t2Mmv6MXL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51hvbBEjZEL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rDrqpNuyL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41HF1qYLfCL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zXLkQecTL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/11R6x6qAicL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yBFtfxdJL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zXLkQecTL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41niHfa-n5L._SS47_.jpg']",AMAZON_FASHION
B0092UF54A,NIKE Women's Flex Supreme TR 4 Cross Trainer,"['https://images-na.ssl-images-amazon.com/images/I/51y5T5%2BEfyL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41kIt85F7NL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51mcU0OAMoL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41t2Mmv6MXL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51hvbBEjZEL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rDrqpNuyL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41HF1qYLfCL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zXLkQecTL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/11R6x6qAicL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zXLkQecTL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41niHfa-n5L._SS47_.jpg']",AMAZON_FASHION
B009MA34NY,NIKE Women's Flex Supreme TR 4 Cross Trainer,"['https://images-na.ssl-images-amazon.com/images/I/41kIt85F7NL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51mcU0OAMoL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41t2Mmv6MXL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51hvbBEjZEL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rDrqpNuyL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41HF1qYLfCL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zXLkQecTL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/11R6x6qAicL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yBFtfxdJL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zXLkQecTL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41niHfa-n5L._SS47_.jpg']",AMAZON_FASHION
B010RRWKT4,NIKE Women's Flex Supreme TR 4 Cross Trainer,"['https://images-na.ssl-images-amazon.com/images/I/41kIt85F7NL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51mcU0OAMoL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41t2Mmv6MXL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51hvbBEjZEL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41HF1qYLfCL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zXLkQecTL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/11R6x6qAicL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yBFtfxdJL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41niHfa-n5L._SS47_.jpg']",AMAZON_FASHION
B014IBJKNO,NIKE Women's Flex Supreme TR 4 Cross Trainer,"['https://images-na.ssl-images-amazon.com/images/I/41kIt85F7NL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51mcU0OAMoL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41t2Mmv6MXL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51hvbBEjZEL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41HF1qYLfCL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zXLkQecTL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/11R6x6qAicL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yBFtfxdJL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41niHfa-n5L._SS47_.jpg']",AMAZON_FASHION
B00006L9LC,Citre Shine Moisture Burst Shampoo - 16 fl oz,[],All_Beauty
B00006L9LC,Citre Shine Moisture Burst Shampoo - 16 fl oz,[],All_Beauty
B000URXP6E,Bonne Bell Smackers Bath and Body Starburst Collection,['https://images-na.ssl-images-amazon.com/images/I/51YtMbE7maL._SS40_.jpg'],All_Beauty
B0010ZBORW,"Urban Spa Moisturizing Booties to Keep your Feet Smooth, Hydrated and Moisturized","['https://images-na.ssl-images-amazon.com/images/I/51vjEuDcLKL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51kHfm9CtiL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Hqp3MfalL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51mLY0qTyRL._SS40_.jpg']",All_Beauty
B0012Y0ZG2,Bath &amp; Body Works Ile De Tahiti Moana Coconut Vanille Moana Body Wash with Tamanoi 8.5 oz,[],All_Beauty
B001LNODUS,Pre de Provence Maison French Dried Lavender Blossoms for Fragrance,[],All_Beauty
B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",['https://images-na.ssl-images-amazon.com/images/I/31GS9ujfI%2BL._SS40_.jpg'],All_Beauty
B019FWRG3C,Pre De Provence Maison French Lavender Bath &amp; Shower Gel,[],All_Beauty
B0006ORD82,"Winsor &amp; Newton Artists' Oil Colour Paint, 37ml Tube, Permanent Rose","['https://images-na.ssl-images-amazon.com/images/I/61kKGSF%2BLEL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51HIa1Ilk7L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41je5ngKhxL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41g93Uho71L._SS40_.jpg']",Arts_Crafts_and_Sewing
B0007LUPOI,"Staedtler Vellum Paper Pad, White, Letter - 8 1/2&quot; x 11&quot;",['https://images-na.ssl-images-amazon.com/images/I/411QNk1FccL._SS40_.jpg'],Arts_Crafts_and_Sewing
B0008G2PD6,Caron Simply Soft Solids Yarn (4) Medium Gauge 100% Acrylic - 6 oz -  Dark Sage  -  Machine Wash &amp; Dry,"['https://images-na.ssl-images-amazon.com/images/I/61C%2BNnPpfLL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61CjTVMXa0L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61fjtRR2WhL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41D4J1ga7gL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61WzuM%2BC5uL._SS40_.jpg']",Arts_Crafts_and_Sewing
B000F8W0UU,"Xyron Acid-Free Repositionable Adhesive Refill Cartridge for the XRN150 1.5-inch &quot;X&quot; Sticker Maker, 20-feet","['https://images-na.ssl-images-amazon.com/images/I/518Cr6XxuvL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41I1AoPzF2L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41YydyqdfFL._SS40_.jpg']",Arts_Crafts_and_Sewing
B000FD9QY8,"McGill 2&quot; Reach Punchline Hole Punch, 1/4 Inch Round, Chrome/Purple (MCG52500C)","['https://images-na.ssl-images-amazon.com/images/I/71T0yue-k3L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41c-MYee0QL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/416A-UbT3FL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81kt7Kvu8eL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31%2BYWHe4McL._SS40_.jpg']",Arts_Crafts_and_Sewing
B000G6JNHY,"Singer All Purpose Polyester Thread, 150 yards, Natural","['https://images-na.ssl-images-amazon.com/images/I/81WUURPwSVL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81FWX-akJKL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Cn11uVOXL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51DXa4bEZzL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/518hDgKJUhL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51gwT49yTwL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51amE0iHWyL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Uyb2BacvL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51rCje1nl3L._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41O5cdPrHDL._SS36_.jpg']",Arts_Crafts_and_Sewing
