A1WGC9NCI09T3D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A204906HLJ443E,0,0,20,0,1,0,0,9,0,4,0,4,12,0,0,0,0,0,2,7,0,0,0,8,3,0,0
A2NMPR0CXIQBTX,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A3HYXG2KKZWT7L,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
A3BD3E80N5NE7U,0,0,1,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,3,1,0,0,0,1,3,0,0
A2L4IJ4SND2ERR,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AATTX2LDTQO7M,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
A2R1I8AY56QOUO,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A10VU10P052SFV,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0
ALBGIXTO26PBO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A3ZWCAN8P5FBQ,0,0,10,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A3FGR6O36PY8WQ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1KFBF9Z7LTBMG,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1E0VB5M40SCFE,0,0,5,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,7,8
A1JR8GR1OYJ0HD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA109DT5R4WE1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFY3BT99RRO35,0,0,6,0,1,0,0,7,0,0,0,0,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0
A6TGI11T4C11R,0,0,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
